"Bench","Genotype","Row","Col","True_Spatial","BNI"
"Bench1","G59",2,10,-0.9,20.5367551285263
"Bench1","G01",3,10,-4.32857142857143,63.0255938781929
"Bench1","G52",4,10,-4.92857142857143,43.7256572847575
"Bench1","G70",5,10,-2.7,54.7330660983328
"Bench1","G63",6,10,0.299999999999999,62.1089426715616
"Bench1","G02",1,11,3.08571428571428,54.8433344431129
"Bench1","G08",2,11,-1.11428571428571,46.9162618768894
"Bench1","G16",3,11,-3.25714285714286,57.7233793229121
"Bench1","G03",4,11,-3.85714285714286,55.6423769774277
"Bench1","G58",5,11,-2.91428571428572,53.6210537201419
"Bench1","G83",6,11,0.0857142857142854,50.6293739959771
"Bench1","G81",1,12,2.87142857142857,67.4905297894797
"Bench1","G46",2,12,-1.32857142857143,55.8698751435637
"Bench1","G19",3,12,-2.18571428571429,23.3574162917465
"Bench1","G50",4,12,-2.78571428571429,65.7383526297869
"Bench1","G85",5,12,-3.12857142857143,41.7743380680472
"Bench1","G87",6,12,-0.12857142857143,51.9210380331355
"Bench1","G51",1,13,2.65714285714285,64.9983316587176
"Bench1","G73",2,13,-0.514285714285716,55.8132043707727
"Bench1","G07",3,13,-1.11428571428571,70.9779949495035
"Bench1","G79",4,13,-1.71428571428572,44.2988268772591
"Bench1","G88",5,13,-2.31428571428572,48.4742373680246
"Bench1","G55",6,13,-0.342857142857143,57.5223336224379
"Bench1","G74",1,14,2.44285714285714,50.0738418582525
"Bench1","G44",2,14,0.557142857142857,41.1907371108176
"Bench1","G47",3,14,-0.0428571428571445,39.4020769954795
"Bench1","G21",4,14,-0.642857142857142,52.1111466918519
"Bench1","G18",5,14,-1.24285714285714,18.3496228238154
"Bench1","G04",6,14,-0.557142857142859,66.3950766895116
"Bench1","G29",1,15,2.22857142857143,50.8234839765887
"Bench1","G75",2,15,1.62857142857143,56.7618214145593
"Bench1","G23",3,15,1.02857142857143,53.6006108885295
"Bench1","G22",4,15,0.428571428571427,39.3201606049779
"Bench1","G53",5,15,-0.171428571428573,76.9061443195187
"Bench1","G40",6,15,-0.771428571428572,55.4394338208596
"Bench2","G89",1,1,8.71428571428572,75.1616852947029
"Bench2","G61",2,1,7.71428571428572,56.7855225298264
"Bench2","G33",3,1,6.71428571428572,79.8077766305611
"Bench2","G86",4,1,5.71428571428571,64.7841510720489
"Bench2","G19",5,1,4.71428571428572,28.6005323381162
"Bench2","G70",6,1,3.71428571428572,68.2348016581916
"Bench2","G30",1,2,8.35714285714286,58.1773902072706
"Bench2","G02",2,2,5.21428571428572,55.5074142181726
"Bench2","G38",3,2,4.21428571428572,48.2618687040787
"Bench2","G09",4,2,3.21428571428572,82.1792355724821
"Bench2","G56",5,2,2.21428571428572,57.7152983515241
"Bench2","G75",6,2,3.35714285714286,49.0444070616165
"Bench2","G06",1,3,8,63.9701168108378
"Bench2","G31",2,3,2.71428571428572,63.3710246647763
"Bench2","G69",3,3,1.71428571428572,70.0308993703301
"Bench2","G14",4,3,0.714285714285715,47.5841821084633
"Bench2","G64",5,3,-0.285714285714285,75.349530926554
"Bench2","G47",6,3,3,50.2922902902442
"Bench2","G65",1,4,7.64285714285714,52.4189034596498
"Bench2","G41",2,4,0.642857142857146,63.7966296797388
"Bench2","G10",3,4,-0.785714285714288,60.2392149272018
"Bench2","G49",4,4,-1.78571428571429,50.104047844951
"Bench2","G22",5,4,-2.35714285714286,31.0747382850703
"Bench2","G01",6,4,2.64285714285714,68.9733754173445
"Bench2","G04",1,5,7.28571428571428,67.9213396095819
"Bench2","G59",2,5,0.285714285714285,24.5194151161123
"Bench2","G53",3,5,-3.28571428571428,74.3450217411751
"Bench2","G82",4,5,-4.28571428571428,56.7139057501981
"Bench2","G90",5,5,-2.71428571428571,61.3747470486103
"Bench2","G72",6,5,2.28571428571429,53.9585601168859
"Bench2","G05",1,6,6.92857142857143,69.8799857563171
"Bench2","G42",2,6,-0.0714285714285694,49.5256286436227
"Bench2","G20",3,6,-5.78571428571428,60.6125576181734
"Bench2","G34",4,6,-6.78571428571428,38.5055655998089
"Bench2","G23",5,6,-3.07142857142857,48.5887562701002
"Bench2","G36",6,6,1.92857142857143,40.9965863689777
"Bench2","G58",1,7,6.57142857142857,69.4388771557581
"Bench2","G81",2,7,-0.428571428571427,76.4492983021212
"Bench2","G27",3,7,-7.42857142857143,39.8769029840232
"Bench2","G46",4,7,-8.42857142857143,52.2519351371448
"Bench2","G51",5,7,-3.42857142857143,50.7930046387424
"Bench2","G03",6,7,1.57142857142857,64.9456022664193
"Bench2","G77",1,8,6.21428571428572,72.6112103281876
"Bench2","G18",2,8,-0.785714285714285,28.7460886081161
"Bench2","G85",3,8,-7.78571428571428,32.4400574532341
"Bench2","G88",4,8,-8.78571428571428,44.0717861438899
"Bench2","G40",5,8,-3.78571428571428,53.9452067911828
"Bench2","G54",6,8,1.21428571428572,66.1004028849573
"Bench2","G37",1,9,5.85714285714286,49.3218326382522
"Bench2","G78",2,9,-1.14285714285714,60.1469656830797
"Bench2","G29",3,9,-8.14285714285714,57.0208227821217
"Bench2","G66",4,9,-9.14285714285714,64.0336231116452
"Bench2","G52",5,9,-4.14285714285714,43.832071290028
"Bench2","G74",6,9,0.857142857142858,42.2959737527425
"Bench2","G80",1,10,5.5,49.1031638473045
"Bench2","G26",2,10,-1.5,49.6100660530982
"Bench2","G12",3,10,-7.21428571428571,73.9306160430315
"Bench2","G50",4,10,-8.21428571428571,58.242153993975
"Bench2","G79",5,10,-4.5,39.2631982312354
"Bench2","G55",6,10,0.5,57.6094567864213
"Bench2","G11",1,11,5.14285714285714,82.7272749407537
"Bench2","G48",2,11,-1.85714285714286,75.9487802114306
"Bench2","G68",3,11,-5.42857142857143,61.8013540682176
"Bench2","G25",4,11,-6.42857142857143,73.1114319387297
"Bench2","G83",5,11,-4.85714285714286,55.5124667576353
"Bench2","G16",6,11,0.142857142857142,63.5201946385114
"Bench2","G32",1,12,4.78571428571429,74.5203946438642
"Bench2","G15",2,12,-2.21428571428571,50.2788300842963
"Bench2","G17",3,12,-3.64285714285714,51.0115526559283
"Bench2","G71",4,12,-4.64285714285714,36.591262379017
"Bench2","G87",5,12,-5.21428571428571,41.7582058153466
"Bench2","G45",6,12,-0.214285714285715,34.7437546467834
"Bench2","G13",1,13,4.42857142857143,40.1574953234638
"Bench2","G21",2,13,-0.857142857142858,46.2841942301328
"Bench2","G67",3,13,-1.85714285714286,63.5487094759977
"Bench2","G84",4,13,-2.85714285714286,52.8614903084581
"Bench2","G73",5,13,-3.85714285714286,49.159741042489
"Bench2","G43",6,13,-0.571428571428571,65.4109622302108
"Bench2","G24",1,14,4.07142857142857,72.7210926259028
"Bench2","G57",2,14,0.928571428571431,64.4547749409169
"Bench2","G63",3,14,-0.0714285714285694,56.7300977257565
"Bench2","G08",4,14,-1.07142857142857,49.3975245327154
"Bench2","G39",5,14,-2.07142857142857,14.7978568787489
"Bench2","G28",6,14,-0.928571428571429,38.0448955990481
"Bench2","G35",1,15,3.71428571428572,71.4288679520416
"Bench2","G62",2,15,2.71428571428572,61.542797512145
"Bench2","G76",3,15,1.71428571428572,57.6488736419791
"Bench2","G44",4,15,0.714285714285715,42.4403643015746
"Bench2","G60",5,15,-0.285714285714285,59.4838459738052
"Bench2","G07",6,15,-1.28571428571428,65.9620371081184
"Bench3","G28",1,1,13.9428571428571,47.6432418608493
"Bench3","G55",2,1,12.3428571428571,73.6564823454661
"Bench3","G56",3,1,10.7428571428571,72.0630680569416
"Bench3","G46",4,1,9.14285714285714,60.7832001430721
"Bench3","G85",5,1,7.54285714285714,45.4094939654643
"Bench3","G88",6,1,5.94285714285714,58.7135507657021
"Bench3","G62",1,2,13.3714285714286,64.7616614008368
"Bench3","G69",2,2,8.34285714285715,77.1697185483244
"Bench3","G42",3,2,6.74285714285715,47.5648276595272
"Bench3","G12",4,2,5.14285714285715,88.1557609114322
"Bench3","G03",5,2,3.54285714285715,61.335509602397
"Bench3","G18",6,2,5.37142857142857,26.529307178115
"Bench3","G50",1,3,12.8,74.5331847910183
"Bench3","G47",2,3,4.34285714285714,50.8653182474484
"Bench3","G65",3,3,2.74285714285714,50.6006587409195
"Bench3","G08",4,3,1.14285714285714,54.1045338377561
"Bench3","G30",5,3,-0.457142857142856,39.1631169099735
"Bench3","G20",6,3,4.8,69.8844429554744
"Bench3","G51",1,4,12.2285714285714,65.2130435151292
"Bench3","G34",2,4,1.02857142857143,51.7689087112526
"Bench3","G64",3,4,-1.25714285714286,69.5652391428842
"Bench3","G21",4,4,-2.85714285714286,49.5419004435875
"Bench3","G52",5,4,-3.77142857142857,35.5867940541837
"Bench3","G40",6,4,4.22857142857143,57.5196906844932
"Bench3","G24",1,5,11.6571428571429,83.483047139908
"Bench3","G82",2,5,0.457142857142856,57.8388956138476
"Bench3","G29",3,5,-5.25714285714286,54.8034814560218
"Bench3","G71",4,5,-6.85714285714285,35.3371839916174
"Bench3","G22",5,5,-4.34285714285714,34.1250808770881
"Bench3","G04",6,5,3.65714285714286,63.7919065134765
"Bench3","G23",1,6,11.0857142857143,66.7272118498576
"Bench3","G17",2,6,-0.114285714285714,55.0690776508716
"Bench3","G44",3,6,-9.25714285714286,32.2651276038542
"Bench3","G89",4,6,-10.8571428571429,55.8280484849871
"Bench3","G73",5,6,-4.91428571428571,57.5230454851872
"Bench3","G72",6,6,3.08571428571429,61.1200405236408
"Bench3","G39",1,7,10.5142857142857,40.2028933858046
"Bench3","G09",2,7,-0.685714285714283,78.525545214092
"Bench3","G19",3,7,-11.8857142857143,14.3727207810344
"Bench3","G83",4,7,-13.4857142857143,39.6949542844282
"Bench3","G43",5,7,-5.48571428571429,57.819747222475
"Bench3","G78",6,7,2.51428571428572,58.9626615525746
"Bench3","G58",1,8,9.94285714285714,62.1530281983957
"Bench3","G59",2,8,-1.25714285714286,12.9425237893456
"Bench3","G63",3,8,-12.4571428571429,52.8695726870226
"Bench3","G07",4,8,-14.0571428571429,63.541008306106
"Bench3","G61",5,8,-6.05714285714286,42.8842620182571
"Bench3","G01",6,8,1.94285714285714,68.8784489165898
"Bench3","G90",1,9,9.37142857142857,73.8809805704194
"Bench3","G77",2,9,-1.82857142857143,71.3571881986942
"Bench3","G36",3,9,-13.0285714285714,29.5325771055504
"Bench3","G87",4,9,-14.6285714285714,30.8865490755845
"Bench3","G27",5,9,-6.62857142857143,43.8565693537119
"Bench3","G70",6,9,1.37142857142857,71.1550884944801
"Bench3","G26",1,10,8.8,58.4813940342847
"Bench3","G57",2,10,-2.4,67.141118761969
"Bench3","G13",3,10,-11.5428571428571,25.4564728705553
"Bench3","G76",4,10,-13.1428571428571,51.2490445249846
"Bench3","G10",5,10,-7.2,47.9443957683719
"Bench3","G14",6,10,0.799999999999997,65.3708127801118
"Bench3","G38",1,11,8.22857142857143,56.6994905655433
"Bench3","G49",2,11,-2.97142857142857,42.0250607203476
"Bench3","G37",3,11,-8.68571428571428,34.4852529370787
"Bench3","G31",4,11,-10.2857142857143,51.6606283316686
"Bench3","G86",5,11,-7.77142857142857,46.9685316183377
"Bench3","G35",6,11,0.228571428571428,54.0703931282941
"Bench3","G11",1,12,7.65714285714286,73.8282882824038
"Bench3","G53",2,12,-3.54285714285714,68.97415466841
"Bench3","G68",3,12,-5.82857142857143,66.5891103503279
"Bench3","G05",4,12,-7.42857142857143,51.3258581897114
"Bench3","G02",5,12,-8.34285714285714,40.5302876626226
"Bench3","G60",6,12,-0.342857142857145,57.8173106604985
"Bench3","G80",1,13,7.08571428571428,46.0673951138394
"Bench3","G81",2,13,-1.37142857142857,77.2298446212345
"Bench3","G67",3,13,-2.97142857142857,51.6726961132631
"Bench3","G66",4,13,-4.57142857142857,65.1453489389136
"Bench3","G75",5,13,-6.17142857142857,40.9233133312441
"Bench3","G54",6,13,-0.914285714285715,63.929020432349
"Bench3","G41",1,14,6.51428571428571,70.4152071657335
"Bench3","G16",2,14,1.48571428571429,66.1723771670216
"Bench3","G06",3,14,-0.114285714285714,59.1417127349086
"Bench3","G33",4,14,-1.71428571428571,68.759344743553
"Bench3","G48",5,14,-3.31428571428571,66.5165912478329
"Bench3","G45",6,14,-1.48571428571429,37.4210883829701
"Bench3","G32",1,15,5.94285714285714,74.9052216350621
"Bench3","G79",2,15,4.34285714285714,42.4684784293128
"Bench3","G25",3,15,2.74285714285714,81.7842613204155
"Bench3","G84",4,15,1.14285714285714,54.0649374245791
"Bench3","G15",5,15,-0.457142857142856,56.4541365490707
"Bench3","G74",6,15,-2.05714285714286,44.5012431503116
"Bench4","G74",1,1,20.9142857142857,60.1166529747612
"Bench4","G21",2,1,18.5142857142857,70.6124176285606
"Bench4","G41",3,1,16.1142857142857,65.9543057138791
"Bench4","G39",4,1,13.7142857142857,42.5275554086806
"Bench4","G70",5,1,11.3142857142857,75.2027150409497
"Bench4","G52",6,1,8.91428571428571,54.3869352178377
"Bench4","G28",1,2,20.0571428571429,48.7814019250415
"Bench4","G08",2,2,12.5142857142857,65.3907883069203
"Bench4","G31",3,2,10.1142857142857,77.2163122182173
"Bench4","G62",4,2,7.71428571428572,68.7426238457025
"Bench4","G24",5,2,5.31428571428572,78.2356981648096
"Bench4","G37",6,2,8.05714285714285,56.4011504754153
"Bench4","G58",1,3,19.2,77.9984745257318
"Bench4","G11",2,3,6.51428571428571,70.8699613306993
"Bench4","G71",3,3,4.11428571428571,39.6658638436227
"Bench4","G56",4,3,1.71428571428571,57.930741371151
"Bench4","G44",5,3,-0.68571428571429,51.3100053051994
"Bench4","G04",6,3,7.19999999999999,72.0966223099175
"Bench4","G82",1,4,18.3428571428571,73.4583934147775
"Bench4","G85",2,4,1.54285714285714,42.9277541860254
"Bench4","G35",3,4,-1.88571428571429,60.1321287361106
"Bench4","G61",4,4,-4.28571428571429,44.7811205027015
"Bench4","G69",5,4,-5.65714285714286,62.6533459368175
"Bench4","G65",6,4,6.34285714285714,52.0455865449038
"Bench4","G48",1,5,17.4857142857143,91.6133691599887
"Bench4","G05",2,5,0.685714285714283,63.0093328235162
"Bench4","G51",3,5,-7.88571428571429,49.4622578017157
"Bench4","G17",4,5,-10.2857142857143,39.9178210770791
"Bench4","G43",5,5,-6.51428571428571,55.0179274331489
"Bench4","G01",6,5,5.48571428571428,78.5466801039937
"Bench4","G80",1,6,16.6285714285714,59.7707557710152
"Bench4","G33",2,6,-0.171428571428578,67.5235993378373
"Bench4","G18",3,6,-13.8857142857143,6.7890461648346
"Bench4","G03",4,6,-16.2857142857143,45.2447475371125
"Bench4","G67",5,6,-7.37142857142857,47.2334477161548
"Bench4","G87",6,6,4.62857142857143,55.5806478715861
"Bench4","G06",1,7,15.7714285714286,68.1273256641958
"Bench4","G16",2,7,-1.02857142857142,70.5113021182998
"Bench4","G13",3,7,-17.8285714285714,14.849659503484
"Bench4","G59",4,7,-20.2285714285714,3.8540273413494
"Bench4","G50",5,7,-8.22857142857143,59.2244567352148
"Bench4","G10",6,7,3.77142857142857,57.79113416766
"Bench4","G14",1,8,14.9142857142857,68.8987494548862
"Bench4","G42",2,8,-1.88571428571429,46.9840955493726
"Bench4","G34",3,8,-18.6857142857143,27.2553507542119
"Bench4","G53",4,8,-21.0857142857143,53.6426559125414
"Bench4","G88",5,8,-9.08571428571429,43.8917492190133
"Bench4","G63",6,8,2.91428571428571,64.3390841616899
"Bench4","G02",1,9,14.0571428571428,67.9357712799584
"Bench4","G15",2,9,-2.74285714285714,53.5584476263222
"Bench4","G23",3,9,-19.5428571428571,37.3429672548102
"Bench4","G27",4,9,-21.9428571428571,29.1908194940713
"Bench4","G57",5,9,-9.94285714285715,50.1225075777466
"Bench4","G46",6,9,2.05714285714286,68.0862421755675
"Bench4","G38",1,10,13.2,59.6263600156167
"Bench4","G22",2,10,-3.6,27.2573038100708
"Bench4","G64",3,10,-17.3142857142857,54.6324191882327
"Bench4","G36",4,10,-19.7142857142857,12.2043146934791
"Bench4","G66",5,10,-10.8,60.4113321284357
"Bench4","G54",6,10,1.2,68.252550251945
"Bench4","G45",1,11,12.3428571428571,49.0112591817763
"Bench4","G49",2,11,-4.45714285714286,45.8339268726634
"Bench4","G55",3,11,-13.0285714285714,44.9375831257188
"Bench4","G83",4,11,-15.4285714285714,38.4025937249671
"Bench4","G40",5,11,-11.6571428571429,37.0111870148064
"Bench4","G86",6,11,0.342857142857142,61.8549585022475
"Bench4","G09",1,12,11.4857142857143,87.3002195938405
"Bench4","G79",2,12,-5.31428571428572,42.7904415637105
"Bench4","G47",3,12,-8.74285714285715,36.2234579630517
"Bench4","G72",4,12,-11.1428571428571,42.1276759152261
"Bench4","G25",5,12,-12.5142857142857,58.9108695532402
"Bench4","G30",6,12,-0.51428571428572,42.6235933450308
"Bench4","G60",1,13,10.6285714285714,70.9248548604881
"Bench4","G75",2,13,-2.05714285714286,45.6698051428455
"Bench4","G68",3,13,-4.45714285714286,60.1979056997582
"Bench4","G12",4,13,-6.85714285714286,69.6541377401643
"Bench4","G73",5,13,-9.25714285714286,61.7033853997321
"Bench4","G32",6,13,-1.37142857142857,66.6281480038608
"Bench4","G89",1,14,9.77142857142857,72.5198772356481
"Bench4","G20",2,14,2.22857142857143,70.6216779137081
"Bench4","G26",3,14,-0.171428571428578,50.4964657676483
"Bench4","G77",4,14,-2.57142857142857,61.3647966381908
"Bench4","G90",5,14,-4.97142857142858,64.8109414002862
"Bench4","G19",6,14,-2.22857142857143,23.6967369269668
"Bench4","G78",1,15,8.91428571428571,69.7485765169502
"Bench4","G81",2,15,6.51428571428571,67.8232824573229
"Bench4","G29",3,15,4.11428571428571,64.1108296652248
"Bench4","G76",4,15,1.71428571428571,57.115085330661
"Bench4","G07",5,15,-0.68571428571429,70.6153855347573
"Bench4","G84",6,15,-3.08571428571429,47.2637879562368
